order_id,order_date,order_year,order_month,order_quarter,order_day_of_week,order_week,shipping_date,delivery_date,order_status,customer_id,customer_age,customer_gender,customer_segment,product_id,product_name,product_category,product_subcategory,brand,quantity,unit_price,subtotal,discount_percent,discount_amount,tax_rate,tax_amount,total_amount,profit_margin,cost_of_goods,region,city,state,country,postal_code,sales_rep,sales_channel,payment_method,customer_satisfaction,return_flag,repeat_customer,promotional_offer,days_to_ship,days_to_deliver,profit_amount,revenue_per_customer
ORD010732,2024-05-31,2024,5,Q2,Friday,22,2024-06-03,2024-06-10,Cancelled,CUST001732,23,Female,Small Business,PROD4374,Headphones Premium,Electronics,Headphones,BrandE,26,726.61,18891.86,20,3778.37,0.08,1511.35,16624.84,0.15,14087.82,East,Philadelphia,MI,USA,14458,Robert Anderson,Phone,PayPal,1.4,0,1,None,3,10,2493.726,16624.84
ORD010733,2025-05-06,2025,5,Q2,Tuesday,19,2025-05-10,2025-05-13,Completed,CUST001733,56,Other,Small Business,PROD6382,Fiction Elite,Books,Fiction,BrandC,7,930.77,6515.39,20,1303.08,0.08,521.23,5733.54,0.31,4205.87,North,New York,OH,USA,17075,Mike Davis,Retail Store,Credit Card,2.6,1,1,SAVE10,4,7,1777.3974,5733.54
ORD010734,2024-05-11,2024,5,Q2,Saturday,19,2024-05-14,2024-05-21,Completed,CUST001734,73,Male,Small Business,PROD7843,Furniture Elite,Home & Garden,Furniture,BrandA,43,279.11,12001.73,15,1800.26,0.08,960.14,11161.61,0.12,7068.63,North,New York,FL,USA,33998,Lisa Garcia,Phone,Bank Transfer,3.5,1,1,None,3,10,1339.3932,11161.61
ORD010735,2024-09-14,2024,9,Q3,Saturday,37,2024-09-18,2024-09-28,Returned,CUST001735,21,Female,Enterprise,PROD1459,Furniture Premium,Home & Garden,Furniture,BrandB,46,390.61,17968.06,5,898.4,0.08,1437.44,18507.1,0.3,15708.27,North,Detroit,CA,USA,11274,Chris Martinez,Phone,Cash,1.9,0,0,SAVE10,4,14,5552.129999999999,18507.1
ORD010736,2025-05-30,2025,5,Q2,Friday,22,2025-06-03,2025-06-05,Shipped,CUST001736,50,Other,Individual,PROD2179,Fiction Pro,Books,Fiction,BrandE,9,1876.0,16884.0,5,844.2,0.08,1350.72,17390.52,0.19,13634.68,East,Charlotte,NY,USA,39016,Lisa Garcia,Retail Store,Cash,2.4,0,1,SEASONAL,4,6,3304.1988,17390.52
ORD010737,2024-06-06,2024,6,Q2,Thursday,23,2024-06-11,2024-06-13,Cancelled,CUST001737,59,Male,Government,PROD9970,Shirts Standard,Clothing,Shirts,BrandA,3,128.06,384.18,15,57.63,0.08,30.73,357.28,0.12,255.83,West,Los Angeles,GA,USA,72586,David Wilson,Online,Debit Card,5.0,1,1,SAVE10,5,7,42.873599999999996,357.28
ORD010738,2024-02-02,2024,2,Q1,Friday,5,2024-02-06,2024-02-15,Shipped,CUST001738,42,Male,Enterprise,PROD1131,Accessories Standard,Clothing,Accessories,BrandB,15,50.82,762.3,15,114.34,0.08,60.98,708.94,0.15,499.36,East,Charlotte,CA,USA,19552,Anna Taylor,Retail Store,Bank Transfer,2.3,0,1,SAVE10,4,13,106.34100000000001,708.94
ORD010739,2024-04-11,2024,4,Q2,Thursday,15,2024-04-17,2024-04-21,Shipped,CUST001739,32,Male,Enterprise,PROD2560,Headphones Basic,Electronics,Headphones,BrandA,38,131.69,5004.22,5,250.21,0.08,400.34,5154.35,0.1,4310.26,East,Washington DC,MI,USA,15221,Chris Martinez,Online,PayPal,2.0,1,1,SEASONAL,6,10,515.4350000000001,5154.35
ORD010740,2024-03-09,2024,3,Q1,Saturday,10,2024-03-16,2024-03-20,Shipped,CUST001740,57,Male,Enterprise,PROD8479,Shirts Elite,Clothing,Shirts,BrandC,25,791.24,19781.0,5,989.05,0.08,1582.48,20374.43,0.33,18312.68,North,New York,NC,USA,81176,Anna Taylor,Phone,Cash,4.4,0,0,SEASONAL,7,11,6723.561900000001,20374.43
ORD010741,2025-02-20,2025,2,Q1,Thursday,8,2025-02-24,2025-02-28,Pending,CUST001741,69,Male,Government,PROD7062,Sports Clothing Elite,Sports,Sports Clothing,BrandC,15,1906.97,28604.55,5,1430.23,0.08,2288.36,29462.68,0.26,18364.72,West,Los Angeles,GA,USA,70734,John Smith,Retail Store,Credit Card,4.6,0,0,FREESHIP,4,8,7660.2968,29462.68
ORD010742,2023-12-06,2023,12,Q4,Wednesday,49,2023-12-07,2023-12-11,Returned,CUST001742,22,Female,Individual,PROD9556,Accessories Pro,Clothing,Accessories,BrandE,28,1403.84,39307.52,5,1965.38,0.08,3144.6,40486.74,0.37,33071.06,South,Atlanta,PA,USA,84126,Sarah Johnson,Partner,Credit Card,4.1,1,1,SAVE10,1,5,14980.093799999999,40486.74
ORD010743,2024-12-23,2024,12,Q4,Monday,52,2024-12-29,2025-01-07,Completed,CUST001743,28,Other,Government,PROD9466,Decor Basic,Home & Garden,Decor,BrandA,21,1142.26,23987.46,15,3598.12,0.08,1919.0,22308.34,0.31,18407.14,North,Minneapolis,PA,USA,40976,Anna Taylor,Retail Store,Credit Card,3.2,0,0,SEASONAL,6,15,6915.5854,22308.34
ORD010744,2025-02-08,2025,2,Q1,Saturday,6,2025-02-09,2025-02-19,Cancelled,CUST001744,26,Male,Small Business,PROD1019,Outdoor Gear Basic,Sports,Outdoor Gear,BrandA,20,1733.8,34676.0,25,8669.0,0.08,2774.08,28781.08,0.15,19114.25,East,Charlotte,IL,USA,80340,Mike Davis,Retail Store,Debit Card,3.6,0,0,FREESHIP,1,11,4317.162,28781.08
ORD010745,2023-09-22,2023,9,Q3,Friday,38,2023-09-29,2023-10-09,Completed,CUST001745,65,Male,Government,PROD6896,Decor Premium,Home & Garden,Decor,BrandE,47,272.04,12785.88,25,3196.47,0.08,1022.87,10612.28,0.28,6992.27,East,Washington DC,CA,USA,98228,Mike Davis,Online,Debit Card,1.1,0,0,FREESHIP,7,17,2971.4384000000005,10612.28
ORD010746,2025-06-05,2025,6,Q2,Thursday,23,2025-06-11,2025-06-14,Pending,CUST001746,33,Female,Individual,PROD3140,Pants Elite,Clothing,Pants,BrandE,32,724.76,23192.32,5,1159.62,0.08,1855.39,23888.09,0.13,16736.94,South,Houston,CA,USA,63367,David Wilson,Partner,Debit Card,1.0,0,1,SEASONAL,6,9,3105.4517,23888.09
ORD010747,2024-02-15,2024,2,Q1,Thursday,7,2024-02-17,2024-02-21,Completed,CUST001747,67,Male,Small Business,PROD2468,Supplements Premium,Sports,Supplements,BrandD,38,200.95,7636.1,20,1527.22,0.08,610.89,6719.77,0.3,5670.72,East,Jacksonville,NY,USA,71561,David Wilson,Partner,Cash,1.2,0,0,None,2,6,2015.931,6719.77
ORD010748,2023-07-23,2023,7,Q3,Sunday,29,2023-07-25,2023-07-28,Completed,CUST001748,69,Male,Government,PROD8976,Kitchen Appliances Basic,Home & Garden,Kitchen Appliances,BrandA,40,780.33,31213.2,5,1560.66,0.08,2497.06,32149.6,0.25,22828.39,East,Philadelphia,NC,USA,58309,Chris Martinez,Partner,Bank Transfer,4.8,0,1,SAVE10,2,5,8037.4,32149.6
ORD010749,2025-06-10,2025,6,Q2,Tuesday,24,2025-06-13,2025-06-19,Completed,CUST001749,37,Other,Government,PROD8069,Outdoor Gear Pro,Sports,Outdoor Gear,BrandD,24,130.28,3126.72,20,625.34,0.08,250.14,2751.52,0.39,2216.23,West,Seattle,MI,USA,34715,Emily Brown,Partner,PayPal,1.0,1,1,SAVE10,3,9,1073.0928000000001,2751.52
ORD010750,2024-09-30,2024,9,Q3,Monday,40,2024-10-01,2024-10-07,Shipped,CUST001750,79,Male,Small Business,PROD7732,Pants Elite,Clothing,Pants,BrandB,28,1765.31,49428.68,0,0.0,0.08,3954.29,53382.97,0.38,43862.29,West,San Francisco,NC,USA,52016,David Wilson,Retail Store,Credit Card,3.7,1,0,SEASONAL,1,7,20285.5286,53382.97
ORD010751,2024-11-09,2024,11,Q4,Saturday,45,2024-11-16,2024-11-19,Returned,CUST001751,60,Other,Government,PROD5319,Magazines Pro,Books,Magazines,BrandB,41,487.8,19999.8,10,1999.98,0.08,1599.98,19599.8,0.16,13752.21,West,San Francisco,FL,USA,27560,David Wilson,Partner,Debit Card,4.6,0,1,SEASONAL,7,10,3135.968,19599.8
ORD010752,2024-02-20,2024,2,Q1,Tuesday,8,2024-02-26,2024-03-04,Returned,CUST001752,72,Other,Government,PROD7646,Pants Standard,Clothing,Pants,BrandA,45,489.36,22021.2,0,0.0,0.08,1761.7,23782.9,0.21,19398.06,South,Miami,PA,USA,71198,Chris Martinez,Phone,Bank Transfer,2.3,0,1,SEASONAL,6,13,4994.409000000001,23782.9
ORD010753,2025-06-22,2025,6,Q2,Sunday,25,2025-06-29,2025-07-05,Returned,CUST001753,43,Female,Government,PROD2041,Decor Elite,Home & Garden,Decor,BrandD,28,747.73,20936.44,15,3140.47,0.08,1674.92,19470.89,0.16,13320.18,East,Washington DC,NY,USA,33210,Lisa Garcia,Phone,PayPal,1.1,0,1,SEASONAL,7,13,3115.3424,19470.89
ORD010754,2024-05-02,2024,5,Q2,Thursday,18,2024-05-05,2024-05-13,Cancelled,CUST001754,43,Female,Small Business,PROD2848,Fiction Standard,Books,Fiction,BrandB,39,293.76,11456.64,30,3436.99,0.08,916.53,8936.18,0.1,7694.36,South,Houston,IL,USA,27918,Emily Brown,Phone,Cash,4.9,0,0,NEWCUSTOMER,3,11,893.618,8936.18
ORD010755,2023-10-27,2023,10,Q4,Friday,43,2023-10-28,2023-11-03,Shipped,CUST001755,67,Female,Small Business,PROD1914,Furniture Standard,Home & Garden,Furniture,BrandD,11,1882.51,20707.61,30,6212.28,0.08,1656.61,16151.94,0.27,10757.24,South,Atlanta,GA,USA,39622,Sarah Johnson,Online,Credit Card,3.1,0,1,SEASONAL,1,7,4361.023800000001,16151.94
ORD010756,2024-06-22,2024,6,Q2,Saturday,25,2024-06-27,2024-07-03,Pending,CUST001756,38,Male,Enterprise,PROD5577,Pants Pro,Clothing,Pants,BrandB,47,1102.48,51816.56,0,0.0,0.08,4145.32,55961.88,0.23,48784.94,North,Chicago,GA,USA,44047,David Wilson,Partner,Credit Card,1.4,0,0,None,5,11,12871.2324,55961.88
ORD010757,2025-06-01,2025,6,Q2,Sunday,22,2025-06-06,2025-06-14,Shipped,CUST001757,43,Other,Government,PROD4085,Comics Standard,Books,Comics,BrandB,29,930.97,26998.13,5,1349.91,0.08,2159.85,27808.07,0.24,17614.81,South,Atlanta,CA,USA,94633,John Smith,Phone,Debit Card,4.3,1,0,None,5,13,6673.9367999999995,27808.07
ORD010758,2024-07-04,2024,7,Q3,Thursday,27,2024-07-06,2024-07-10,Pending,CUST001758,22,Female,Enterprise,PROD8587,Plants Pro,Home & Garden,Plants,BrandB,10,972.85,9728.5,25,2432.12,0.08,778.28,8074.66,0.14,4908.92,North,New York,IL,USA,39715,Jennifer Lee,Online,Debit Card,4.1,1,0,NEWCUSTOMER,2,6,1130.4524000000001,8074.66
ORD010759,2023-12-09,2023,12,Q4,Saturday,49,2023-12-11,2023-12-21,Pending,CUST001759,67,Female,Individual,PROD4055,Laptops Pro,Electronics,Laptops,BrandE,40,698.27,27930.8,25,6982.7,0.08,2234.46,23182.56,0.32,19862.44,South,Houston,FL,USA,55084,Mike Davis,Phone,Cash,2.4,0,0,SAVE10,2,12,7418.4192,23182.56
ORD010760,2023-12-14,2023,12,Q4,Thursday,50,2023-12-17,2023-12-24,Pending,CUST001760,72,Female,Enterprise,PROD4694,Shoes Elite,Clothing,Shoes,BrandB,39,1219.77,47571.03,0,0.0,0.08,3805.68,51376.71,0.17,37404.63,South,New Orleans,NC,USA,55876,John Smith,Partner,Bank Transfer,1.4,0,1,None,3,10,8734.040700000001,51376.71
ORD010761,2024-11-28,2024,11,Q4,Thursday,48,2024-12-05,2024-12-10,Completed,CUST001761,42,Male,Individual,PROD9050,Shoes Basic,Clothing,Shoes,BrandA,49,1016.28,49797.72,5,2489.89,0.08,3983.82,51291.65,0.15,32310.3,West,Los Angeles,NC,USA,39132,Robert Anderson,Retail Store,Credit Card,4.9,0,1,FREESHIP,7,12,7693.7474999999995,51291.65
ORD010762,2024-12-21,2024,12,Q4,Saturday,51,2024-12-23,2024-12-28,Pending,CUST001762,80,Male,Small Business,PROD3644,Tools Premium,Home & Garden,Tools,BrandE,29,1509.97,43789.13,5,2189.46,0.08,3503.13,45102.8,0.11,28497.72,South,Dallas,MI,USA,48277,David Wilson,Retail Store,PayPal,3.2,1,0,SAVE10,2,7,4961.308,45102.8
ORD010763,2023-12-23,2023,12,Q4,Saturday,51,2023-12-25,2024-01-01,Cancelled,CUST001763,59,Male,Small Business,PROD8844,Tools Pro,Home & Garden,Tools,BrandB,40,1985.88,79435.2,10,7943.52,0.08,6354.82,77846.5,0.12,61835.52,West,San Francisco,NC,USA,17264,David Wilson,Partner,Bank Transfer,2.1,0,0,NEWCUSTOMER,2,9,9341.58,77846.5
ORD010764,2025-05-09,2025,5,Q2,Friday,19,2025-05-10,2025-05-13,Pending,CUST001764,32,Female,Government,PROD1939,Kitchen Appliances Basic,Home & Garden,Kitchen Appliances,BrandE,42,1127.75,47365.5,5,2368.28,0.08,3789.24,48786.46,0.34,38989.7,East,Philadelphia,FL,USA,84830,Anna Taylor,Phone,Bank Transfer,1.3,0,1,None,1,4,16587.3964,48786.46
ORD010765,2024-06-28,2024,6,Q2,Friday,26,2024-06-29,2024-07-07,Shipped,CUST001765,80,Other,Individual,PROD2269,Decor Basic,Home & Garden,Decor,BrandE,41,1322.78,54233.98,10,5423.4,0.08,4338.72,53149.3,0.33,42624.1,North,Boston,PA,USA,66133,David Wilson,Online,Cash,4.7,0,1,SEASONAL,1,9,17539.269,53149.3
ORD010766,2024-01-26,2024,1,Q1,Friday,4,2024-01-27,2024-01-31,Pending,CUST001766,19,Female,Government,PROD3593,Educational Premium,Books,Educational,BrandA,12,129.79,1557.48,30,467.24,0.08,124.6,1214.84,0.12,1044.84,West,Seattle,GA,USA,22595,Mike Davis,Online,Debit Card,2.2,0,0,NEWCUSTOMER,1,5,145.78079999999997,1214.84
ORD010767,2025-03-20,2025,3,Q1,Thursday,12,2025-03-24,2025-03-29,Cancelled,CUST001767,22,Male,Government,PROD8927,Supplements Basic,Sports,Supplements,BrandB,3,1137.13,3411.39,20,682.28,0.08,272.91,3002.02,0.12,2343.32,West,Denver,TX,USA,27282,Anna Taylor,Partner,Credit Card,2.8,0,1,SEASONAL,4,9,360.2424,3002.02
ORD010768,2024-08-27,2024,8,Q3,Tuesday,35,2024-09-03,2024-09-11,Pending,CUST001768,39,Female,Individual,PROD9396,Kitchen Appliances Elite,Home & Garden,Kitchen Appliances,BrandE,8,1209.21,9673.68,25,2418.42,0.08,773.89,8029.15,0.29,5255.13,East,Washington DC,NY,USA,28970,John Smith,Retail Store,Credit Card,3.3,0,0,FREESHIP,7,15,2328.4534999999996,8029.15
ORD010769,2024-11-02,2024,11,Q4,Saturday,44,2024-11-03,2024-11-07,Cancelled,CUST001769,44,Other,Government,PROD6016,Sports Clothing Standard,Sports,Sports Clothing,BrandC,31,23.71,735.01,0,0.0,0.08,58.8,793.81,0.26,657.87,West,Seattle,GA,USA,62548,David Wilson,Partner,Cash,2.8,0,0,NEWCUSTOMER,1,5,206.3906,793.81
ORD010770,2024-01-16,2024,1,Q1,Tuesday,3,2024-01-18,2024-01-25,Pending,CUST001770,38,Other,Government,PROD4263,Sports Clothing Premium,Sports,Sports Clothing,BrandA,22,75.72,1665.84,15,249.88,0.08,133.27,1549.23,0.28,1109.0,North,Chicago,IL,USA,84061,Chris Martinez,Retail Store,Bank Transfer,2.8,0,1,SAVE10,2,9,433.78440000000006,1549.23
ORD010771,2025-01-26,2025,1,Q1,Sunday,4,2025-02-01,2025-02-03,Shipped,CUST001771,29,Female,Individual,PROD3646,Outdoor Gear Standard,Sports,Outdoor Gear,BrandE,45,748.21,33669.45,15,5050.42,0.08,2693.56,31312.59,0.15,22672.12,South,Miami,FL,USA,65910,David Wilson,Retail Store,Credit Card,4.4,1,1,SEASONAL,6,8,4696.8885,31312.59
ORD010772,2025-03-20,2025,3,Q1,Thursday,12,2025-03-22,2025-03-28,Shipped,CUST001772,80,Female,Enterprise,PROD4627,Magazines Standard,Books,Magazines,BrandC,19,833.76,15841.44,15,2376.22,0.08,1267.32,14732.54,0.31,12311.53,West,Seattle,IL,USA,90214,Sarah Johnson,Partner,Cash,4.7,1,0,SEASONAL,2,8,4567.0874,14732.54
ORD010773,2024-02-27,2024,2,Q1,Tuesday,9,2024-03-02,2024-03-08,Returned,CUST001773,19,Other,Small Business,PROD3393,Decor Basic,Home & Garden,Decor,BrandB,15,1154.09,17311.35,10,1731.13,0.08,1384.91,16965.13,0.11,11849.4,West,Seattle,OH,USA,26817,Jennifer Lee,Partner,Debit Card,5.0,1,1,None,4,10,1866.1643000000001,16965.13
ORD010774,2024-03-05,2024,3,Q1,Tuesday,10,2024-03-12,2024-03-21,Cancelled,CUST001774,66,Male,Enterprise,PROD5937,Shirts Pro,Clothing,Shirts,BrandE,4,1385.63,5542.52,0,0.0,0.08,443.4,5985.92,0.2,4107.06,West,San Francisco,OH,USA,58567,Lisa Garcia,Partner,Cash,1.5,0,0,SAVE10,7,16,1197.184,5985.92
ORD010775,2023-07-04,2023,7,Q3,Tuesday,27,2023-07-10,2023-07-15,Completed,CUST001775,54,Male,Small Business,PROD6828,Tablets Standard,Electronics,Tablets,BrandA,25,1858.51,46462.75,5,2323.14,0.08,3717.02,47856.63,0.14,30362.14,West,Seattle,GA,USA,53688,Chris Martinez,Phone,Cash,3.8,0,0,FREESHIP,6,11,6699.9282,47856.63
ORD010776,2025-02-09,2025,2,Q1,Sunday,6,2025-02-12,2025-02-19,Pending,CUST001776,53,Female,Enterprise,PROD6361,Tools Pro,Home & Garden,Tools,BrandD,37,1222.87,45246.19,0,0.0,0.08,3619.7,48865.89,0.22,30560.37,West,Los Angeles,FL,USA,81046,Robert Anderson,Phone,Credit Card,4.5,0,0,SAVE10,3,10,10750.4958,48865.89
ORD010777,2024-08-14,2024,8,Q3,Wednesday,33,2024-08-17,2024-08-25,Completed,CUST001777,31,Other,Individual,PROD5935,Pants Pro,Clothing,Pants,BrandB,20,920.46,18409.2,5,920.46,0.08,1472.74,18961.48,0.3,15439.61,South,Atlanta,OH,USA,76117,Chris Martinez,Online,Credit Card,3.2,0,0,SEASONAL,3,11,5688.4439999999995,18961.48
ORD010778,2024-04-06,2024,4,Q2,Saturday,14,2024-04-10,2024-04-16,Shipped,CUST001778,30,Male,Small Business,PROD6218,Fitness Equipment Elite,Sports,Fitness Equipment,BrandA,29,1779.64,51609.56,0,0.0,0.08,4128.76,55738.32,0.15,42415.1,North,Detroit,PA,USA,16151,Mike Davis,Retail Store,Cash,3.4,0,1,NEWCUSTOMER,4,10,8360.748,55738.32
ORD010779,2024-06-04,2024,6,Q2,Tuesday,23,2024-06-09,2024-06-14,Completed,CUST001779,18,Male,Small Business,PROD6409,Shoes Standard,Clothing,Shoes,BrandD,13,275.62,3583.06,5,179.15,0.08,286.64,3690.55,0.27,2333.69,South,Atlanta,FL,USA,11305,Emily Brown,Online,Debit Card,1.8,0,1,NEWCUSTOMER,5,10,996.4485000000001,3690.55
ORD010780,2023-09-01,2023,9,Q3,Friday,35,2023-09-08,2023-09-17,Shipped,CUST001780,57,Other,Enterprise,PROD5081,Headphones Premium,Electronics,Headphones,BrandA,29,1713.25,49684.25,5,2484.21,0.08,3974.74,51174.78,0.15,40557.37,East,Philadelphia,FL,USA,17346,Sarah Johnson,Retail Store,Debit Card,3.9,1,1,NEWCUSTOMER,7,16,7676.217,51174.78
ORD010781,2023-12-15,2023,12,Q4,Friday,50,2023-12-19,2023-12-22,Completed,CUST001781,78,Other,Individual,PROD8441,Shirts Elite,Clothing,Shirts,BrandB,3,262.84,788.52,10,78.85,0.08,63.08,772.75,0.39,617.1,East,Washington DC,TX,USA,48361,John Smith,Phone,Credit Card,2.8,0,1,SEASONAL,4,7,301.3725,772.75
ORD010782,2024-10-09,2024,10,Q4,Wednesday,41,2024-10-16,2024-10-20,Completed,CUST001782,77,Female,Government,PROD6894,Headphones Premium,Electronics,Headphones,BrandE,27,220.68,5958.36,30,1787.51,0.08,476.67,4647.52,0.17,4004.86,East,Charlotte,GA,USA,30196,Anna Taylor,Retail Store,PayPal,3.0,0,0,SAVE10,7,11,790.0784000000001,4647.52
ORD010783,2024-05-13,2024,5,Q2,Monday,20,2024-05-19,2024-05-25,Pending,CUST001783,76,Other,Small Business,PROD8953,Fiction Basic,Books,Fiction,BrandB,26,1518.92,39491.92,10,3949.19,0.08,3159.35,38702.08,0.29,28461.93,East,Jacksonville,NY,USA,34419,Sarah Johnson,Retail Store,Credit Card,1.3,0,0,SEASONAL,6,12,11223.6032,38702.08
ORD010784,2024-10-04,2024,10,Q4,Friday,40,2024-10-05,2024-10-14,Cancelled,CUST001784,72,Male,Enterprise,PROD1590,Fiction Elite,Books,Fiction,BrandB,48,1232.24,59147.52,25,14786.88,0.08,4731.8,49092.44,0.28,34647.31,East,Jacksonville,MI,USA,91189,Jennifer Lee,Phone,PayPal,1.7,0,0,NEWCUSTOMER,1,10,13745.883200000002,49092.44
ORD010785,2023-10-06,2023,10,Q4,Friday,40,2023-10-11,2023-10-20,Completed,CUST001785,29,Male,Enterprise,PROD5739,Pants Elite,Clothing,Pants,BrandB,48,516.51,24792.48,5,1239.62,0.08,1983.4,25536.26,0.14,18199.8,West,Denver,OH,USA,99014,Lisa Garcia,Phone,Cash,4.5,0,0,SAVE10,5,14,3575.0764,25536.26
ORD010786,2023-06-25,2023,6,Q2,Sunday,25,2023-06-26,2023-07-02,Cancelled,CUST001786,50,Other,Enterprise,PROD1192,Non-Fiction Elite,Books,Non-Fiction,BrandC,20,891.21,17824.2,30,5347.26,0.08,1425.94,13902.88,0.24,11696.94,East,Charlotte,CA,USA,59045,Jennifer Lee,Partner,Cash,3.7,0,1,SAVE10,1,7,3336.6911999999998,13902.88
ORD010787,2025-05-22,2025,5,Q2,Thursday,21,2025-05-24,2025-05-31,Shipped,CUST001787,44,Male,Small Business,PROD8411,Supplements Standard,Sports,Supplements,BrandD,28,1272.98,35643.44,5,1782.17,0.08,2851.48,36712.75,0.24,30781.33,South,Houston,TX,USA,57014,Jennifer Lee,Retail Store,Credit Card,2.7,0,1,SEASONAL,2,9,8811.06,36712.75
ORD010788,2023-09-17,2023,9,Q3,Sunday,37,2023-09-19,2023-09-25,Shipped,CUST001788,25,Male,Government,PROD4577,Accessories Elite,Clothing,Accessories,BrandA,37,1453.0,53761.0,5,2688.05,0.08,4300.88,55373.83,0.15,38502.74,North,Chicago,MI,USA,62720,Emily Brown,Partner,Debit Card,2.9,0,1,SAVE10,2,8,8306.0745,55373.83
ORD010789,2025-03-22,2025,3,Q1,Saturday,12,2025-03-27,2025-04-06,Returned,CUST001789,19,Other,Enterprise,PROD2590,Kitchen Appliances Pro,Home & Garden,Kitchen Appliances,BrandB,5,677.1,3385.5,10,338.55,0.08,270.84,3317.79,0.16,2097.14,West,Denver,NC,USA,15301,John Smith,Phone,Cash,3.1,0,0,None,5,15,530.8464,3317.79
ORD010790,2025-04-11,2025,4,Q2,Friday,15,2025-04-16,2025-04-19,Returned,CUST001790,63,Female,Small Business,PROD8134,Laptops Elite,Electronics,Laptops,BrandE,5,750.51,3752.55,10,375.26,0.08,300.2,3677.49,0.23,2757.57,North,Boston,OH,USA,49053,John Smith,Online,Cash,1.4,0,1,SEASONAL,5,8,845.8226999999999,3677.49
ORD010791,2024-12-25,2024,12,Q4,Wednesday,52,2024-12-29,2025-01-02,Cancelled,CUST001791,54,Other,Government,PROD9592,Headphones Standard,Electronics,Headphones,BrandD,44,11.91,524.04,30,157.21,0.08,41.92,408.75,0.17,283.71,East,Washington DC,PA,USA,60818,Chris Martinez,Phone,Bank Transfer,4.0,0,1,SAVE10,4,8,69.48750000000001,408.75
ORD010792,2024-02-01,2024,2,Q1,Thursday,5,2024-02-03,2024-02-05,Completed,CUST001792,37,Other,Individual,PROD5658,Kitchen Appliances Pro,Home & Garden,Kitchen Appliances,BrandB,10,366.3,3663.0,5,183.15,0.08,293.04,3772.89,0.28,2865.77,South,Houston,NY,USA,46884,Anna Taylor,Online,Credit Card,2.9,1,1,SAVE10,2,4,1056.4092,3772.89
ORD010793,2024-08-13,2024,8,Q3,Tuesday,33,2024-08-15,2024-08-18,Completed,CUST001793,65,Other,Individual,PROD4593,Magazines Basic,Books,Magazines,BrandD,42,330.16,13866.72,25,3466.68,0.08,1109.34,11509.38,0.23,6977.92,East,Philadelphia,TX,USA,10279,John Smith,Online,PayPal,4.7,0,1,SAVE10,2,5,2647.1574,11509.38
ORD010794,2025-01-01,2025,1,Q1,Wednesday,1,2025-01-03,2025-01-09,Pending,CUST001794,33,Other,Individual,PROD6820,Outdoor Gear Pro,Sports,Outdoor Gear,BrandE,41,102.36,4196.76,30,1259.03,0.08,335.74,3273.47,0.31,2872.38,North,Chicago,MI,USA,32402,Jennifer Lee,Online,Credit Card,2.8,1,1,SAVE10,2,8,1014.7756999999999,3273.47
ORD010795,2024-10-04,2024,10,Q4,Friday,40,2024-10-09,2024-10-17,Pending,CUST001795,61,Male,Government,PROD7676,Outdoor Gear Elite,Sports,Outdoor Gear,BrandA,14,1765.21,24712.94,20,4942.59,0.08,1977.04,21747.39,0.25,17191.31,South,New Orleans,NC,USA,62755,Mike Davis,Partner,Bank Transfer,1.4,0,1,None,5,13,5436.8475,21747.39
ORD010796,2023-06-24,2023,6,Q2,Saturday,25,2023-06-25,2023-07-05,Pending,CUST001796,72,Other,Enterprise,PROD4061,Laptops Elite,Electronics,Laptops,BrandD,15,1436.62,21549.3,5,1077.46,0.08,1723.94,22195.78,0.32,18167.18,South,Atlanta,NY,USA,79252,Anna Taylor,Phone,Credit Card,2.6,0,1,NEWCUSTOMER,1,11,7102.6496,22195.78
ORD010797,2023-09-29,2023,9,Q3,Friday,39,2023-10-04,2023-10-07,Shipped,CUST001797,72,Other,Small Business,PROD2229,Headphones Standard,Electronics,Headphones,BrandE,41,1798.72,73747.52,20,14749.5,0.08,5899.8,64897.82,0.14,50750.72,South,Miami,OH,USA,25306,Anna Taylor,Online,PayPal,4.9,0,0,SEASONAL,5,8,9085.694800000001,64897.82
ORD010798,2025-06-02,2025,6,Q2,Monday,23,2025-06-08,2025-06-16,Cancelled,CUST001798,42,Female,Government,PROD3798,Decor Premium,Home & Garden,Decor,BrandE,46,1645.6,75697.6,5,3784.88,0.08,6055.81,77968.53,0.36,60224.75,South,Miami,NY,USA,28135,Lisa Garcia,Partner,Debit Card,2.2,1,0,FREESHIP,6,14,28068.6708,77968.53
ORD010799,2024-05-22,2024,5,Q2,Wednesday,21,2024-05-24,2024-05-26,Cancelled,CUST001799,46,Female,Small Business,PROD7750,Accessories Standard,Clothing,Accessories,BrandD,49,894.23,43817.27,10,4381.73,0.08,3505.38,42940.92,0.28,38608.39,West,Los Angeles,NY,USA,67392,Jennifer Lee,Partner,Bank Transfer,1.1,0,1,FREESHIP,2,4,12023.457600000002,42940.92
ORD010800,2025-05-26,2025,5,Q2,Monday,22,2025-05-28,2025-06-07,Completed,CUST001800,72,Female,Government,PROD8570,Sports Clothing Basic,Sports,Sports Clothing,BrandB,26,558.84,14529.84,20,2905.97,0.08,1162.39,12786.26,0.19,9429.88,East,Charlotte,PA,USA,37034,Chris Martinez,Online,Bank Transfer,2.2,1,0,FREESHIP,2,12,2429.3894,12786.26
